Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Matteo Pessina,it ITA,MF,Monza,27-358,1997,9.5,it Serie A,559,16,155,317,91,5,559,10,5,50.0,3,30.0,333,1750,735,8,10,1,9,13,397,20,2,0,0,5,13,0,6,12,4,0,0,0,58,10,8,55.6,424,490,86.5,7412,1478,183,207,88.4,196,214,91.6,37,49,75.5,0,0.1,0.2,-0.1,4,31,4,1,28,15,4,3,11,1,9,14,64.3,5,6,0,6,12,27,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,0.95,8,1,0,0,0,0,1,0.11,1,0,0,0,0,0,490,462,26,14,0,1,6,0,0,0,0,0,424,2,3,Central Midfielders
Andrea Petagna,it ITA,FW,Monza,29-288,1995,3.0,it Serie A,89,1,14,49,26,10,89,4,2,50.0,2,50.0,55,291,80,2,2,1,8,3,62,11,1,0,0,5,4,2,1,1,0,0,0,0,7,7,15,31.8,40,62,64.5,612,54,22,28,78.6,13,19,68.4,4,6,66.7,0,0.0,0.0,0.0,0,2,0,0,1,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,62,55,7,0,0,1,1,0,0,0,0,0,40,0,2,Forwards
Léo Pétrot,fr FRA,DF,Saint-Étienne,27-364,1997,23.3,fr Ligue 1,1398,146,571,551,280,14,1398,11,6,54.5,5,45.5,628,2290,1079,22,12,4,20,16,797,73,3,0,0,18,18,1,40,35,30,0,3,0,94,31,32,49.2,905,1136,79.7,14366,5531,467,522,89.5,379,449,84.4,42,106,39.6,1,0.5,0.7,0.5,10,58,13,5,72,50,30,31,16,3,28,38,73.7,10,41,21,20,35,85,84,1,0,5,2,40.0,0.21,0.09,0.0,0.0,11.4,0,0,0,0.5,0.5,0.1,-0.5,-0.5,28,1.2,24,2,1,1,0,0,3,0.13,3,0,0,0,0,0,1136,954,180,17,1,2,40,158,5,5,0,0,905,2,25,Defender
Đorđe Petrović,rs SRB,GK,Strasbourg,25-188,1999,26.0,fr Ligue 1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,49,3,0,100.0,1051,1313,80.0,24023,14899,278,279,99.6,582,593,98.1,191,439,43.5,0,0.0,0.0,0.0,0,20,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1313,1164,148,55,0,1,0,0,0,0,0,0,1051,1,1,GK
Giuseppe Pezzella,it ITA,"DF,FW",Empoli,27-136,1997,26.0,it Serie A,1300,79,385,514,420,26,1300,44,16,36.4,20,45.5,543,3351,1724,64,31,12,38,30,627,111,6,0,0,40,29,4,143,13,27,0,1,0,75,27,16,62.8,683,1022,66.8,11335,4800,341,408,83.6,266,377,70.6,59,155,38.1,3,3.5,3.6,-0.5,29,42,23,17,65,48,27,25,16,7,27,52,51.9,25,26,7,19,13,61,91,1,0,12,2,16.7,0.46,0.08,0.0,0.0,20.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,45,1.73,33,9,2,0,1,0,5,0.19,5,0,0,0,0,0,1022,741,276,19,2,0,143,235,19,5,10,0,683,5,48,Wing-Back
Valentín Pezzolesi,es ESP,DF,Las Palmas,17-363,2007,0.1,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Defender
Luca Philipp,de GER,GK,Hoffenheim,24-137,2000,5.0,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,109,169,64.5,3198,2522,21,21,100.0,42,43,97.7,45,103,43.7,0,0.0,0.0,0.0,0,4,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,169,116,52,21,0,0,0,0,0,0,0,0,109,1,0,GK
Maximilian Philipp,de GER,"MF,FW",Freiburg,31-044,1994,0.2,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,Attacking Midfielders
Kalvin Phillips,eng ENG,MF,Ipswich Town,29-133,1995,13.5,eng Premier League,722,60,220,388,118,4,722,12,5,41.7,6,50.0,302,1447,541,4,5,0,24,10,383,4,6,1,1,28,19,0,18,19,19,0,0,0,68,7,21,25.0,426,537,79.3,8392,2418,160,193,82.9,201,232,86.6,59,95,62.1,0,0.2,0.5,-0.2,5,48,6,1,49,34,19,8,19,7,15,38,39.5,23,35,6,29,19,53,37,2,0,10,2,20.0,0.74,0.15,0.0,0.0,24.2,3,0,0,0.4,0.4,0.04,-0.4,-0.4,17,1.26,13,3,0,1,0,0,3,0.22,3,0,0,0,0,0,537,498,38,25,1,6,18,2,11,8,2,1,426,1,8,Central Midfielders
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-065,2002,3.7,eng Premier League,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,11,5,4,7,0,4,6,66.7,2,5,0,5,3,14,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,1.36,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0,86,85,1,0,1,0,4,1,0,0,0,0,63,0,9,Attacking Midfielders
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,23-065,2002,5.3,eng Premier League,220,10,53,68,101,18,220,18,5,27.8,11,61.1,127,862,305,13,3,5,11,10,133,36,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50.0,0,0.2,0.2,-0.2,5,7,4,3,10,14,7,6,6,2,8,15,53.3,7,11,1,10,10,24,9,1,2,12,5,41.7,2.28,0.95,0.17,0.4,16.4,0,0,0,2.0,2.0,0.17,0.0,0.0,9,1.71,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0,131,129,1,0,0,1,13,1,0,0,0,0,95,1,5,Wing-Back
Pica,es ESP,DF,Alavés,23-103,2002,5.4,es La Liga,256,32,132,116,8,5,256,1,1,100.0,0,0.0,121,703,479,3,2,0,2,1,131,0,1,0,0,6,3,0,2,8,7,0,0,0,12,17,10,63.0,152,198,76.8,3075,1318,46,58,79.3,83,95,87.4,23,41,56.1,0,0.0,0.0,0.0,1,13,1,0,15,9,7,7,2,0,4,9,44.4,5,7,6,1,8,17,23,0,0,4,1,25.0,0.74,0.18,0.0,0.0,10.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2,0.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,198,185,12,4,0,1,2,1,0,0,0,0,152,1,2,Defender
Roberto Piccoli,it ITA,FW,Cagliari,24-077,2001,29.7,it Serie A,776,27,67,397,320,121,775,54,13,24.1,35,64.8,425,2006,610,23,22,12,89,39,568,143,4,0,0,50,48,20,5,2,9,2,0,0,45,92,127,42.0,299,446,67.0,3994,694,184,251,73.3,96,127,75.6,6,11,54.5,1,0.9,0.5,0.1,13,30,6,0,33,13,9,2,6,5,3,9,33.3,6,12,4,8,2,15,28,0,8,78,23,29.5,2.62,0.77,0.09,0.3,13.6,1,1,1,10.6,9.8,0.13,-2.6,-2.8,48,1.61,23,1,1,12,11,0,5,0.17,3,0,0,0,2,0,446,389,53,0,0,3,5,3,0,0,0,0,299,4,14,Forwards
Benedikt Pichler,at AUT,FW,Holstein Kiel,27-268,1997,8.6,de Bundesliga,301,13,29,147,126,39,301,18,8,44.4,9,50.0,147,841,374,17,7,7,23,12,222,56,1,0,0,13,16,13,9,2,2,0,0,0,15,41,30,57.7,130,205,63.4,1885,315,68,105,64.8,45,66,68.2,6,8,75.0,2,1.1,1.1,0.9,12,11,7,2,18,5,2,1,0,4,2,4,50.0,2,4,2,2,2,7,11,0,1,18,8,44.4,2.1,0.93,0.06,0.13,13.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,29,3.38,19,1,2,5,2,0,3,0.35,2,0,1,0,0,0,205,188,17,0,2,0,9,0,0,0,0,0,130,0,9,Forwards
Jordan Pickford,eng ENG,GK,Everton,31-038,1994,32.0,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,1,0,0,0,0,28,4,1,80.0,864,1325,65.2,27839,21018,126,127,99.2,361,367,98.4,376,821,45.8,1,0.4,0.2,0.6,2,62,8,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,28,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0.37,11,1,0,0,0,0,2,0.06,2,0,0,0,0,0,1325,940,376,164,0,6,0,0,0,0,0,0,864,9,0,GK
Amos Pieper,de GER,DF,Werder Bremen,27-087,1998,11.7,de Bundesliga,759,99,395,319,46,5,759,2,1,50.0,1,50.0,381,1528,664,6,4,0,4,3,452,1,1,0,0,8,9,0,4,19,11,0,0,0,37,24,32,42.9,524,626,83.7,10147,3228,187,210,89.0,263,290,90.7,70,113,61.9,0,0.5,0.4,-0.5,2,29,7,1,43,22,11,12,6,4,14,23,60.9,9,21,14,7,19,41,57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.17,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,626,573,51,20,0,6,4,7,0,0,0,0,524,2,5,Defender
Marvin Pieringer,de GER,"FW,MF",Heidenheim,25-192,1999,20.1,de Bundesliga,711,28,91,342,286,85,708,27,11,40.7,13,48.1,389,1583,581,14,18,4,58,20,505,100,7,0,0,46,39,14,10,6,11,2,0,0,53,62,98,38.8,302,459,65.8,4079,1116,181,240,75.4,91,137,66.4,10,26,38.5,2,3.2,1.7,-1.2,26,34,9,0,52,20,11,5,10,5,4,7,57.1,3,20,2,18,6,26,28,0,7,51,16,31.4,2.54,0.8,0.08,0.25,14.9,1,3,3,8.3,5.9,0.12,-1.3,-1.9,59,2.93,42,1,2,6,7,1,6,0.3,2,0,0,1,2,1,459,439,18,1,3,0,10,4,0,0,0,0,302,2,19,Attacking Midfielders
Nicholas Pierini,it ITA,MF,Venezia,26-251,1998,0.9,it Serie A,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0,15,20,75.0,210,65,11,14,78.6,3,4,75.0,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,2,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,20,18,2,0,0,0,3,0,2,0,2,0,15,0,0,Central Midfielders
Santiago Pierotti,ar ARG,FW,Lecce,24-011,2001,17.8,it Serie A,595,37,115,270,227,72,595,40,18,45.0,21,52.5,288,1953,1010,39,19,19,48,26,338,68,4,0,0,46,12,11,15,12,21,0,0,0,93,44,55,44.4,252,359,70.2,3405,897,159,197,80.7,71,97,73.2,10,17,58.8,2,1.8,1.1,0.2,22,21,9,3,29,35,21,15,16,4,17,39,43.6,22,21,5,16,12,47,25,0,4,30,7,23.3,1.69,0.39,0.13,0.57,15.2,0,0,0,2.7,2.7,0.09,1.3,1.3,43,2.41,29,0,6,5,3,0,2,0.11,2,0,0,0,0,0,359,346,10,2,2,2,15,7,0,0,0,0,252,3,21,Forwards
Balthazar Pierret,fr FRA,MF,Lecce,24-334,2000,15.9,it Serie A,874,56,207,566,111,12,874,21,11,52.4,6,28.6,437,2041,904,11,8,1,22,8,553,12,2,0,0,25,18,0,8,16,27,0,1,0,79,23,25,47.9,596,709,84.1,9247,2843,317,346,91.6,217,240,90.4,43,86,50.0,0,0.4,0.5,-0.4,9,65,4,1,70,43,27,21,19,3,10,26,38.5,16,17,4,13,16,59,31,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,2.08,29,0,0,1,1,2,0,0.0,0,0,0,0,0,0,709,689,18,14,0,6,8,0,4,3,1,0,596,2,6,Central Midfielders
Andrea Pinamonti,it ITA,FW,Genoa,25-330,1999,27.8,it Serie A,841,27,65,462,319,107,840,23,11,47.8,12,52.2,416,1525,447,17,10,9,62,32,617,118,3,0,0,17,36,16,15,1,5,0,0,0,50,75,97,43.6,362,582,62.2,5187,885,196,272,72.1,121,190,63.7,19,35,54.3,1,1.6,1.2,-0.6,13,20,7,2,39,9,5,0,7,2,1,6,16.7,5,14,4,10,1,10,23,2,8,70,24,34.3,2.52,0.86,0.11,0.33,16.4,2,0,1,7.1,6.3,0.09,0.9,1.7,42,1.51,30,1,0,9,2,0,4,0.14,2,0,0,2,0,0,582,535,43,1,4,2,15,1,0,0,0,0,362,4,25,Forwards
Ethan Pinnock,jm JAM,DF,Brentford,31-320,1993,21.3,eng Premier League,1348,294,783,457,109,24,1348,9,3,33.3,6,66.7,633,3117,1633,3,4,0,2,4,760,9,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0,1.2,0.7,-1.2,8,48,4,1,41,35,19,15,16,4,13,24,54.2,11,29,18,11,24,59,142,4,2,10,6,60.0,0.47,0.28,0.2,0.33,11.1,0,0,0,1.1,1.1,0.11,0.9,0.9,21,0.99,13,5,0,2,1,0,0,0.0,0,0,0,0,0,0,1080,954,126,15,0,0,9,39,0,0,0,0,924,0,8,Defender
Yeremi Pino,es ESP,MF,Villarreal,22-176,2002,16.3,es La Liga,746,20,124,260,373,78,746,43,17,39.5,20,46.5,424,2171,1100,31,17,14,45,18,502,179,8,0,0,35,23,11,42,8,22,1,0,0,65,9,12,42.9,386,526,73.4,5847,1609,216,270,80.0,137,178,77.0,21,32,65.6,4,4.2,2.9,-0.2,28,24,22,7,46,45,22,13,24,8,23,48,47.9,25,31,3,28,8,53,13,0,1,22,3,13.6,1.35,0.18,0.05,0.33,12.1,0,0,0,2.9,2.9,0.13,-1.9,-1.9,54,3.32,41,0,5,4,3,1,8,0.49,5,0,0,2,1,0,526,518,8,1,4,1,42,6,1,0,0,0,386,0,32,Central Midfielders
Niccolò Pisilli,it ITA,MF,Roma,20-203,2004,12.4,it Serie A,677,18,91,397,194,32,677,12,5,41.7,4,33.3,376,1824,889,21,16,6,26,12,491,43,6,0,0,14,12,1,10,9,9,0,0,0,52,2,12,14.3,449,536,83.8,7446,1774,210,235,89.4,199,227,87.7,30,48,62.5,1,0.7,1.0,0.3,10,63,8,2,59,20,9,10,6,4,11,19,57.9,8,11,3,8,9,29,15,0,2,24,7,29.2,1.94,0.57,0.08,0.29,18.7,0,0,0,2.1,2.1,0.09,-0.1,-0.1,31,2.5,24,0,1,3,2,1,5,0.4,4,0,0,1,0,0,536,527,5,3,3,2,10,1,1,0,0,0,449,4,7,Central Midfielders
Damián Pizarro,cl CHI,FW,Udinese,20-017,2005,0.1,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Forwards
Semuel Pizzignacco,it ITA,GK,Monza,23-225,2001,4.3,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,108,142,76.1,3051,2195,20,20,100.0,47,48,97.9,39,72,54.2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,142,101,41,12,0,1,0,1,0,0,0,0,108,0,0,GK
Alassane Pléa,fr FRA,"MF,FW",Gladbach,32-035,1993,18.0,de Bundesliga,847,3,70,432,353,61,846,40,16,40.0,22,55.0,523,2703,1532,45,30,12,33,20,675,116,3,0,0,15,27,6,35,2,3,1,0,0,57,15,27,35.7,494,686,72.0,7825,2641,269,328,82.0,162,218,74.3,41,63,65.1,4,2.9,3.0,1.1,22,69,31,8,100,7,3,0,2,5,4,9,44.4,5,8,0,8,2,9,6,1,10,36,11,30.6,2.0,0.61,0.25,0.82,15.3,1,1,1,6.9,6.1,0.17,3.1,2.9,60,3.34,48,2,4,1,4,1,12,0.67,9,1,1,0,1,0,686,647,31,1,15,7,35,7,1,0,0,0,494,8,35,Attacking Midfielders
Tommaso Pobega,it ITA,MF,Bologna,25-273,1999,11.3,it Serie A,523,23,96,317,117,17,523,6,3,50.0,3,50.0,261,1131,483,11,10,2,12,5,310,19,6,2,1,24,10,0,5,13,18,1,0,0,40,12,15,44.4,333,403,82.6,5548,1456,158,178,88.8,147,169,87.0,21,39,53.8,2,1.3,0.8,0.7,10,43,4,2,33,31,18,12,13,6,21,28,75.0,7,14,4,10,13,44,14,0,2,20,8,40.0,1.77,0.71,0.1,0.25,19.2,0,0,0,1.7,1.6,0.08,0.3,0.4,23,2.04,20,0,0,1,2,0,3,0.27,2,0,0,0,1,0,403,392,6,5,1,2,5,1,0,0,0,0,333,5,3,Central Midfielders
Daniel Podence,pt POR,"MF,FW",Wolves,29-175,1995,0.5,eng Premier League,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2,Attacking Midfielders
Joel Pohjanpalo,fi FIN,FW,Venezia,30-213,1994,17.8,it Serie A,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8,211,350,60.3,3005,737,118,176,67.0,61,104,58.7,14,29,48.3,0,1.7,1.0,-1.7,15,25,7,0,29,3,3,1,2,0,0,4,0.0,4,7,4,3,4,7,24,0,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,33,1.85,25,0,0,5,3,0,3,0.17,1,0,0,1,1,0,350,315,32,0,3,1,3,0,0,0,0,0,211,3,5,Forwards
Matteo Politano,it ITA,"FW,MF",Napoli,31-254,1993,24.8,it Serie A,1242,41,192,415,644,70,1242,64,27,42.2,30,46.9,733,4969,2549,100,45,28,36,17,898,228,2,0,0,10,26,5,181,11,13,1,0,0,79,6,13,31.6,680,993,68.5,11410,3810,347,398,87.2,259,365,71.0,58,147,39.5,2,3.7,4.3,-1.7,42,54,44,16,111,26,13,16,9,1,13,36,36.1,23,19,1,18,11,37,44,1,3,44,9,20.5,1.77,0.36,0.07,0.33,19.6,1,0,0,2.6,2.6,0.06,0.4,0.4,80,3.22,55,16,4,2,3,0,7,0.28,5,1,0,0,1,0,993,891,97,15,1,9,181,21,60,50,3,1,680,5,48,Attacking Midfielders
Alfie Pond,eng ENG,DF,Wolves,21-044,2004,0.0,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Defender
Marin Pongračić,hr CRO,DF,Fiorentina,27-215,1997,10.9,it Serie A,604,107,340,247,26,5,604,7,5,71.4,1,14.3,357,2287,967,4,5,0,8,4,367,2,3,1,1,17,5,0,1,9,11,0,0,1,53,18,8,69.2,440,494,89.1,8640,3035,125,138,90.6,255,268,95.1,49,67,73.1,0,0.2,0.2,-0.2,5,24,2,0,18,15,11,11,3,1,7,9,77.8,2,12,5,7,9,24,51,1,0,1,1,100.0,0.09,0.09,0.0,0.0,4.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,11,1.01,9,2,0,0,0,0,1,0.09,1,0,0,0,0,0,494,461,33,29,1,0,1,2,0,0,0,0,440,0,4,Defender
Nick Pope,eng ENG,GK,Newcastle Utd,32-360,1992,21.0,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,15,9,1,90.0,419,592,70.8,10660,6561,95,96,99.0,206,210,98.1,116,283,41.0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0.19,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,592,393,199,51,0,0,0,0,0,0,0,0,419,0,0,GK
Finn Porath,de GER,"DF,MF",Holstein Kiel,28-050,1997,20.7,de Bundesliga,935,64,299,386,259,31,935,32,14,43.8,11,34.4,394,2227,1154,40,31,11,14,14,478,65,3,0,0,26,36,0,76,19,25,0,0,0,76,24,25,49.0,461,686,67.2,9155,3274,174,195,89.2,203,276,73.6,77,171,45.0,3,1.9,1.6,1.1,19,51,20,10,57,44,25,23,14,7,25,52,48.1,27,24,7,17,19,63,62,0,2,25,11,44.0,1.21,0.53,0.08,0.18,20.9,0,0,0,1.8,1.8,0.1,0.2,0.2,54,2.61,38,5,3,5,3,0,10,0.48,6,0,0,4,0,0,686,553,128,17,0,3,76,93,7,5,1,0,461,5,24,Defender
Pedro Porro,es ESP,DF,Tottenham,25-213,1999,26.4,eng Premier League,2024,122,610,732,694,29,2024,33,11,33.3,20,60.6,1071,4844,2489,58,37,5,23,16,1164,95,4,0,0,24,28,1,168,33,44,0,0,0,139,11,22,33.3,1252,1706,73.4,21717,8681,621,711,87.3,477,604,79.0,126,283,44.5,5,3.5,3.9,1.5,47,111,50,22,136,61,44,29,22,10,42,71,59.2,29,42,17,25,33,94,78,1,2,36,8,22.2,1.37,0.3,0.06,0.25,23.0,3,0,0,1.5,1.5,0.04,0.5,0.5,91,3.45,59,19,3,5,4,1,7,0.27,3,3,1,0,0,0,1706,1385,314,49,4,13,168,219,46,4,37,0,1252,7,67,Defender
Portu,es ESP,"FW,MF",Girona,32-328,1992,4.0,es La Liga,161,2,21,56,84,13,161,3,2,66.7,1,33.3,83,436,259,9,5,1,4,1,108,44,4,0,0,9,6,5,17,0,4,0,0,0,13,5,7,41.7,88,128,68.8,1159,234,58,74,78.4,28,32,87.5,1,11,9.1,1,1.1,1.2,-0.1,5,6,3,1,9,9,4,3,3,3,5,7,71.4,2,5,0,5,0,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,2.52,7,1,2,0,0,0,3,0.76,2,0,1,0,0,0,128,114,12,3,0,0,17,0,8,5,2,0,88,2,6,Attacking Midfielders
