Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Amine Adli,ma MAR,"MF,FW",Leverkusen,24-339,2000,6.4,de Bundesliga,379,4,33,118,236,43,379,28,13,46.4,14,50.0,205,1190,661,29,19,9,17,6,288,88,2,0,0,8,9,4,30,0,6,2,0,0,24,15,18,45.5,214,288,74.3,2707,575,138,161,85.7,59,83,71.1,4,15,26.7,0,0.3,1.4,-0.3,6,6,12,4,19,11,6,3,1,7,4,10,40.0,6,9,0,9,0,11,3,0,2,17,5,29.4,2.65,0.78,0.12,0.4,13.9,0,0,0,2.3,2.3,0.13,-0.3,-0.3,22,3.43,12,0,2,4,4,0,0,0.0,0,0,0,0,0,0,288,277,10,0,0,1,30,7,3,2,1,0,214,1,12,Attacking Midfielders
Yacine Adli,fr FRA,MF,Fiorentina,24-259,2000,12.7,it Serie A,947,27,164,570,223,10,947,27,11,40.7,13,48.1,570,3349,1564,22,27,2,17,5,633,25,3,1,1,9,18,0,58,6,18,0,0,0,72,5,16,23.8,672,827,81.3,13215,4327,281,310,90.6,270,302,89.4,111,183,60.7,4,2.2,2.0,1.8,21,80,10,3,97,31,18,11,15,5,17,38,44.7,21,12,1,11,6,37,18,0,3,12,4,33.3,0.94,0.31,0.25,0.75,21.9,1,0,0,0.5,0.5,0.04,2.5,2.5,47,3.69,32,10,2,2,1,0,8,0.63,4,2,1,1,0,0,827,735,87,42,3,13,58,5,39,17,19,0,672,5,11,Central Midfielders
Adrián,es ESP,GK,Betis,38-101,1987,12.0,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,1,1,50.0,290,388,74.7,7443,5138,43,44,97.7,161,164,98.2,85,175,48.6,0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,388,293,93,35,0,0,0,0,0,0,0,0,290,2,3,GK
Adryelson,br BRA,DF,Lyon,27-022,1998,0.0,fr Ligue 1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Defender
Vasilije Adžić,me MNE,"MF,FW",Juventus,18-337,2006,0.3,it Serie A,19,0,2,7,10,1,19,1,0,0.0,1,100.0,8,25,5,0,1,0,0,1,15,2,0,0,0,1,0,0,0,0,2,0,0,0,2,2,2,50.0,12,16,75.0,202,22,6,8,75.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,1,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0,0,1,1,100.0,3.46,3.46,0.0,0.0,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,2,6.92,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1,Attacking Midfielders
Michel Aebischer,ch SUI,MF,Bologna,28-098,1997,5.7,it Serie A,345,8,48,214,87,9,345,4,2,50.0,1,25.0,205,884,343,6,9,2,4,4,240,12,1,0,0,13,11,0,9,5,8,0,0,0,25,4,7,36.4,261,296,88.2,4614,1080,119,128,93.0,110,120,91.7,27,34,79.4,0,0.3,0.6,-0.3,7,29,3,1,26,11,8,4,5,2,7,11,63.6,4,3,1,2,5,16,5,0,0,8,3,37.5,1.39,0.52,0.0,0.0,20.7,1,0,0,0.4,0.4,0.04,-0.4,-0.4,14,2.43,11,2,0,0,0,1,0,0.0,0,0,0,0,0,0,296,274,20,12,1,2,9,0,6,1,3,0,261,2,2,Central Midfielders
Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,27-061,1998,16.6,de Bundesliga,681,12,76,288,329,55,681,92,46,50.0,39,42.4,452,3218,1339,51,42,25,51,40,506,99,3,0,0,19,39,9,49,8,8,1,0,0,67,17,41,29.3,301,428,70.3,5264,1233,135,172,78.5,124,156,79.5,34,49,69.4,1,3.7,3.3,-2.7,20,21,13,9,30,16,8,4,8,4,6,18,33.3,12,15,1,14,8,24,18,0,3,34,12,35.3,2.05,0.72,0.09,0.25,20.3,0,0,0,2.9,2.9,0.09,0.1,0.1,49,2.96,27,0,12,6,4,0,6,0.36,3,0,3,0,0,0,428,402,22,3,0,4,49,11,0,0,0,0,301,4,28,Attacking Midfielders
Emmanuel Agbadou,ci CIV,DF,Wolves,27-301,1997,9.7,eng Premier League,674,107,366,296,18,3,674,10,7,70.0,2,20.0,398,1927,842,1,2,0,2,3,424,0,2,0,0,3,4,1,1,9,15,0,0,0,51,18,13,58.1,465,559,83.2,9467,3455,154,168,91.7,244,268,91.0,63,108,58.3,0,0.1,0.1,-0.1,2,19,1,0,19,21,15,14,7,0,9,14,64.3,5,13,9,4,9,30,62,0,0,5,1,20.0,0.52,0.1,0.0,0.0,24.6,1,0,0,0.3,0.3,0.06,-0.3,-0.3,12,1.24,11,1,0,0,0,0,2,0.21,2,0,0,0,0,0,559,525,32,25,1,10,1,0,0,0,0,0,465,2,3,Defender
Emmanuel Agbadou,ci CIV,DF,Reims,27-301,1997,14.0,fr Ligue 1,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,810,922,87.9,16521,6962,293,316,92.7,400,417,95.9,110,174,63.2,0,0.3,0.3,-0.3,8,71,4,1,77,25,17,19,3,3,19,26,73.1,7,22,13,9,19,44,64,1,0,15,3,20.0,1.07,0.21,0.0,0.0,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,21,1.5,19,0,1,1,0,0,1,0.07,1,0,0,0,0,0,922,842,77,37,3,22,1,4,0,0,0,0,810,3,4,Defender
Asher Agbinone,eng ENG,MF,Crystal Palace,19-198,2005,0.1,eng Premier League,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Central Midfielders
Jeremy Agbonifo,se SWE,"FW,MF",Lens,19-172,2005,2.2,fr Ligue 1,76,0,14,23,41,11,76,12,5,41.7,7,58.3,46,354,141,7,1,6,5,5,50,20,0,0,0,7,3,2,5,1,3,0,0,0,7,0,7,0.0,30,44,68.2,388,93,18,22,81.8,9,12,75.0,1,3,33.3,0,0.2,0.3,-0.2,3,1,2,2,2,4,3,4,0,0,2,3,66.7,1,1,0,1,1,5,0,1,1,4,2,50.0,1.8,0.9,0.25,0.5,11.1,0,0,0,0.6,0.6,0.16,0.4,0.4,4,1.8,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,44,39,5,0,0,0,5,5,0,0,0,0,30,0,4,Attacking Midfielders
Julen Agirrezabala,es ESP,GK,Athletic Club,24-109,2000,13.4,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,0,21,5,0,100.0,281,411,68.4,7681,5777,46,46,100.0,165,165,100.0,70,196,35.7,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.22,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,411,305,102,36,0,0,0,0,0,0,0,0,281,4,0,GK
Lucien Agoume,fr FRA,MF,Sevilla,23-064,2002,16.8,es La Liga,1050,44,272,651,139,11,1050,17,12,70.6,4,23.5,469,2150,1023,18,14,2,18,7,678,16,4,1,0,35,4,2,7,26,18,0,1,0,99,29,27,51.8,732,884,82.8,11390,3607,399,440,90.7,261,305,85.6,53,92,57.6,0,1.2,0.9,-1.2,11,83,7,1,80,46,18,13,27,6,18,25,72.0,7,21,8,13,26,72,26,0,1,8,1,12.5,0.48,0.06,0.13,1.0,15.9,0,0,0,0.4,0.4,0.05,0.6,0.6,35,2.08,33,0,1,1,0,0,4,0.24,3,0,0,1,0,0,884,859,21,17,3,5,7,4,0,0,0,0,732,4,12,Central Midfielders
Felix Agu,de GER,DF,Werder Bremen,25-199,1999,14.9,de Bundesliga,791,41,247,341,207,30,791,24,6,25.0,16,66.7,410,2010,972,27,12,8,25,6,462,86,1,0,0,9,32,4,38,15,13,0,0,1,47,18,21,46.2,494,619,79.8,7730,2482,265,299,88.6,174,215,80.9,36,58,62.1,0,1.4,1.9,-1.4,16,20,19,11,28,27,13,11,12,4,11,18,61.1,7,17,7,10,15,42,40,0,3,6,4,66.7,0.4,0.27,0.5,0.75,13.5,0,0,0,1.0,1.0,0.17,2.0,2.0,27,1.81,23,1,1,0,2,0,1,0.07,1,0,0,0,0,0,619,498,119,5,0,2,38,114,0,0,0,0,494,2,19,Defender
Álvaro Aguado,es ESP,MF,Espanyol,28-348,1996,4.6,es La Liga,271,6,62,146,67,4,271,7,4,57.1,2,28.6,155,1197,612,11,8,2,9,4,171,3,3,0,0,5,7,0,12,3,2,0,0,0,33,3,2,60.0,168,221,76.0,3272,1041,54,70,77.1,87,104,83.7,24,36,66.7,1,0.6,0.4,0.4,4,23,8,3,27,4,2,2,2,0,2,8,25.0,6,6,1,5,3,7,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,3.25,13,1,0,1,0,0,1,0.22,1,0,0,0,0,0,221,204,16,10,1,3,12,2,3,1,1,0,168,1,5,Central Midfielders
Lorenzo Aguado,es ESP,DF,Real Madrid,22-207,2002,0.1,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Defender
Nayef Aguerd,ma MAR,DF,Real Sociedad,29-015,1996,18.6,es La Liga,1492,127,660,782,53,16,1492,10,5,50.0,2,20.0,948,5736,3573,26,18,0,7,3,1064,1,5,0,0,11,19,0,2,13,24,0,1,0,67,60,30,66.7,1132,1295,87.4,21950,7836,423,446,94.8,562,601,93.5,134,212,63.2,0,0.1,0.3,-0.1,5,84,3,1,71,30,24,17,12,1,12,18,66.7,6,21,15,6,13,43,88,0,0,15,5,33.3,0.81,0.27,0.0,0.0,11.5,0,0,0,2.4,2.4,0.16,-2.4,-2.4,15,0.81,12,1,0,2,0,0,1,0.05,1,0,0,0,0,0,1295,1236,53,38,0,33,2,3,0,0,0,0,1132,6,10,Defender
Ruben Aguilar,fr FRA,"DF,MF",Lens,31-353,1993,9.6,fr Ligue 1,772,23,194,344,240,23,772,17,7,41.2,8,47.1,391,1796,957,22,12,4,13,6,457,73,3,0,0,13,12,5,31,12,17,0,0,0,64,10,12,45.5,516,645,80.0,7202,3055,332,375,88.5,132,175,75.4,28,44,63.6,1,1.0,1.0,0.0,7,29,14,3,49,31,17,15,11,5,23,35,65.7,12,21,3,18,12,43,19,0,1,10,3,30.0,1.04,0.31,0.1,0.33,15.9,0,0,0,0.7,0.7,0.07,0.3,0.3,19,1.97,18,0,0,1,0,0,2,0.21,2,0,0,0,0,0,645,533,108,8,2,4,31,100,0,0,0,0,516,4,24,Defender
Naouirou Ahamada,fr FRA,"MF,FW",Rennes,23-016,2002,0.6,fr Ligue 1,31,1,12,16,3,0,31,1,0,0.0,1,100.0,16,131,55,2,1,0,1,1,17,1,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0,17,22,77.3,266,33,8,11,72.7,9,9,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0,Attacking Midfielders
Honest Ahanor,it ITA,DF,Genoa,17-050,2008,0.9,it Serie A,24,1,9,6,9,1,24,1,0,0.0,0,0.0,11,87,29,1,0,0,1,1,9,3,0,0,0,0,4,0,1,0,1,0,0,0,5,0,1,0.0,12,17,70.6,275,122,3,5,60.0,7,7,100.0,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,2,2,1,0,2,0,2,4,50.0,2,0,0,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2.12,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,17,14,3,0,0,0,1,3,0,0,0,0,12,0,0,Defender
Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,23-182,2001,0.5,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Attacking Midfielders
Jean-Eudes Aholou,ci CIV,MF,Angers,31-025,1994,21.8,fr Ligue 1,1032,45,259,615,167,34,1032,28,12,42.9,12,42.9,495,2116,987,15,8,2,32,15,615,16,7,0,0,50,25,1,2,33,36,0,0,0,100,38,23,62.3,644,764,84.3,10183,2687,320,361,88.6,287,322,89.1,21,47,44.7,0,1.0,0.7,-1.0,10,46,7,0,68,56,36,26,20,10,22,48,45.8,26,34,14,20,33,89,32,0,2,27,7,25.9,1.24,0.32,0.07,0.29,18.2,0,0,0,1.8,1.8,0.07,0.2,0.2,33,1.52,21,0,2,4,3,3,1,0.05,0,0,0,0,1,0,764,753,9,9,2,2,2,0,0,0,0,0,644,2,9,Central Midfielders
Joseph Aidoo,gh GHA,DF,Valladolid,29-197,1995,3.1,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,0,0,0,15,1,3,25.0,152,180,84.4,2983,1131,45,48,93.8,93,100,93.0,13,30,43.3,0,0.0,0.0,0.0,0,7,1,0,3,3,3,2,1,0,2,2,100.0,0,0,0,0,3,6,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,180,173,7,3,0,0,0,0,0,0,0,0,152,0,2,Defender
Joseph Aidoo,gh GHA,DF,Celta Vigo,29-197,1995,0.0,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,Defender
Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,19-293,2005,1.4,fr Ligue 1,48,1,10,20,19,2,48,4,0,0.0,4,100.0,33,169,95,4,2,1,5,7,37,8,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0,17,29,58.6,234,93,12,17,70.6,4,7,57.1,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0,0,3,1,33.3,2.13,0.71,0.0,0.0,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1,0.71,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1,Attacking Midfielders
Ola Aina,ng NGA,DF,Nott'ham Forest,28-188,1996,28.5,eng Premier League,1462,138,539,610,338,21,1462,64,29,45.3,24,37.5,629,4026,2328,54,35,10,39,21,691,52,2,0,0,21,32,2,42,30,40,0,1,0,160,12,18,40.0,839,1145,73.3,12948,5391,446,506,88.1,308,423,72.8,52,144,36.1,1,0.7,1.5,0.3,11,78,15,7,91,53,40,39,13,1,34,58,58.6,24,32,12,20,30,83,95,3,2,9,2,22.2,0.32,0.07,0.22,1.0,24.8,0,0,0,0.6,0.6,0.07,1.4,1.4,50,1.75,40,5,2,1,1,1,3,0.11,2,0,0,0,0,1,1145,909,234,15,0,3,42,219,0,0,0,0,839,2,35,Defender
Rayan Aït-Nouri,dz ALG,DF,Wolves,23-312,2001,29.1,eng Premier League,1767,82,488,755,545,74,1767,100,49,49.0,37,37.0,916,5002,2611,69,51,22,38,36,1064,148,6,1,1,26,33,4,72,21,49,0,0,0,129,18,26,40.9,1197,1419,84.4,16586,4997,735,786,93.5,367,421,87.2,41,99,41.4,6,4.4,3.3,1.6,35,65,25,7,96,79,49,49,24,6,39,63,61.9,24,39,6,33,21,100,63,1,4,29,8,27.6,1.0,0.28,0.14,0.5,15.2,0,0,0,2.3,2.3,0.08,1.7,1.7,70,2.41,43,13,7,4,2,1,11,0.38,9,1,0,0,0,1,1419,1160,255,35,3,4,72,200,20,17,1,0,1197,4,37,Defender
Junior Ajayi,ci CIV,FW,Hellas Verona,20-185,2004,0.1,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Forwards
Kristoffer Ajer,no NOR,DF,Brentford,26-362,1998,15.1,eng Premier League,739,50,247,345,152,35,739,14,7,50.0,6,42.9,361,1982,1133,26,10,2,15,12,463,41,4,0,0,11,6,1,14,12,16,0,0,0,40,27,21,56.3,467,599,78.0,7318,2624,239,275,86.9,185,233,79.4,26,53,49.1,0,1.2,0.5,-1.2,7,41,7,4,51,23,16,13,9,1,13,25,52.0,12,17,4,13,12,35,46,0,0,8,3,37.5,0.53,0.2,0.0,0.0,10.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8,17,1.12,14,0,1,2,0,0,2,0.13,2,0,0,0,0,0,599,533,65,2,0,3,14,63,0,0,0,0,467,1,15,Defender
Ludovic Ajorque,fr FRA,FW,Brest,31-048,1994,23.3,fr Ligue 1,758,25,64,370,329,105,757,15,6,40.0,9,60.0,333,1118,401,9,11,4,50,9,548,107,4,0,0,51,22,11,5,5,16,2,0,0,48,111,109,50.5,380,556,68.3,5641,830,214,295,72.5,119,165,72.1,27,36,75.0,1,2.4,1.6,-1.4,29,29,10,0,39,22,16,3,9,10,6,25,24.0,19,18,5,13,5,27,19,0,12,42,21,50.0,1.8,0.9,0.29,0.57,11.7,0,0,1,8.8,8.0,0.19,3.2,4.0,50,2.15,41,0,2,4,2,1,6,0.26,2,0,1,2,1,0,556,545,8,0,1,10,5,1,0,0,0,0,380,3,12,Forwards
Manuel Akanji,ch SUI,DF,Manchester City,29-269,1995,19.0,eng Premier League,1591,108,472,773,348,11,1591,2,2,100.0,0,0.0,1041,5502,3286,38,52,0,4,5,1258,6,3,0,0,16,9,0,11,7,10,0,0,0,86,23,29,44.2,1389,1479,93.9,22799,6245,666,694,96.0,641,671,95.5,68,92,73.9,0,0.4,1.1,-0.4,9,149,11,2,135,15,10,8,4,3,7,12,58.3,5,11,8,3,7,22,55,3,0,10,1,10.0,0.53,0.05,0.0,0.0,16.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,34,1.79,34,0,0,0,0,0,2,0.11,2,0,0,0,0,0,1479,1444,34,17,4,9,11,10,0,0,0,0,1389,1,5,Defender
Ümit Akdag,ro ROU,DF,Toulouse,21-190,2003,4.8,fr Ligue 1,336,26,126,199,15,1,336,1,1,100.0,0,0.0,182,780,370,3,1,0,1,0,202,7,2,0,0,8,0,0,1,11,2,0,0,0,21,16,5,76.2,231,293,78.8,3952,1494,100,122,82.0,120,132,90.9,10,29,34.5,0,0.1,0.1,-0.1,2,12,1,0,26,5,2,1,4,0,3,9,33.3,6,8,6,2,11,16,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.62,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,293,265,28,7,1,2,1,18,0,0,0,0,231,0,8,Defender
Nathan Aké,nl NED,DF,Manchester City,30-055,1995,7.5,eng Premier League,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,509,542,93.9,8321,2950,248,253,98.0,237,244,97.1,20,34,58.8,0,0.0,0.2,0.0,1,42,1,0,50,9,7,7,2,0,4,6,66.7,2,7,2,5,3,12,22,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,1.06,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,542,514,26,13,0,0,1,7,0,0,0,0,509,2,3,Defender
Ilias Akhomach,ma MAR,"MF,FW",Villarreal,20-363,2004,6.5,es La Liga,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50.0,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,0,1.0,1.7,-1.0,9,5,8,2,12,12,7,4,4,4,6,12,50.0,6,8,0,8,3,15,13,0,1,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,0.4,0.4,29,4.38,17,0,5,1,6,0,1,0.15,0,0,0,0,1,0,185,177,7,2,1,2,18,2,3,2,0,0,136,1,7,Attacking Midfielders
Sergio Akieme,es ESP,DF,Reims,27-119,1997,23.5,fr Ligue 1,1193,83,434,448,322,26,1193,28,12,42.9,16,57.1,576,3522,1939,44,31,5,25,16,660,79,4,0,0,21,14,0,75,14,21,0,0,0,98,16,21,43.2,762,944,80.7,11034,3353,447,484,92.4,265,323,82.0,30,90,33.3,2,2.2,2.1,-0.2,18,36,18,11,74,30,21,27,2,1,20,32,62.5,12,24,8,16,14,44,82,4,1,23,6,26.1,0.98,0.25,0.04,0.17,20.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3,31,1.32,24,4,0,2,1,0,2,0.09,2,0,0,0,0,0,944,778,161,18,0,0,75,132,9,7,0,0,762,5,16,Defender
Maghnes Akliouche,fr FRA,"FW,MF",Monaco,23-048,2002,22.7,fr Ligue 1,1357,21,136,557,683,135,1356,84,38,45.2,44,52.4,866,5551,3049,107,87,39,69,39,989,194,2,0,0,25,29,8,42,13,29,0,0,0,116,4,15,21.1,857,1053,81.4,11914,3560,528,582,90.7,256,316,81.0,40,67,59.7,8,6.1,6.9,1.9,40,76,58,2,155,46,29,12,20,14,17,39,43.6,22,18,0,18,13,59,12,0,4,51,13,25.5,2.24,0.57,0.06,0.23,16.4,1,1,1,7.6,6.8,0.13,-3.6,-3.8,98,4.31,74,1,9,6,5,3,17,0.75,15,0,0,2,0,0,1053,1012,32,10,8,6,42,12,10,5,1,0,857,9,32,Attacking Midfielders
Paul Akouokou,ci CIV,MF,Lyon,27-115,1997,0.0,fr Ligue 1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Midfielders
